incident,location,building,reported,occurred,comments,disposition,ucpdi#,start,end,in_jurisdiction,information,assist_other_agency,non_criminal,attempted,warrant,armed,aggravated,domestic,cpd_case_id,arrest,lat,lon
found property,5300 s. ingleside,NA,2015-03-23T22:16:00Z,3/23/15 10:16 PM,Credit cards found on the public way / Inventoried at UCPD for safekeeping,Closed,E00202,2015-03-23T22:16:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7993622,-87.6028358
theft,901 e. 58th st.,mitchell er,2015-03-26T03:35:00Z,3/26/15 3:15 AM to 3:35 AM,Unknown person removed cell phone from victim's pocket while victim slept in ER waiting room,Open,E00203,2015-03-26T03:15:00Z,2015-03-26T03:35:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7891364,-87.6040574
found narcotics,5815 s. maryland,mitchell hospital,2015-03-26T09:06:00Z,3/26/15 9:05 AM,Staff member found marijuana in patient's room / Turned over to UCPD for proper disposal,Closed,E00204,2015-03-26T09:05:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7892116,-87.6040662
injured person,800 e. 55th st.,friend ctr.,2015-03-26T14:05:00Z,3/25/15 2:50 PM,Individual tripped while exiting the building causing injury to left leg / Victim went to out- of- area medical facility for evaluation and treatment,Closed,E00205,2015-03-25T14:50:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.795219,-87.605296
NA,5815 s. maryland,mitchell hospital,2015-03-29T13:18:00Z,3/29/15 1:20 PM,Unauthorized individual ignored previous verbal warnings advised not to trespass and given formal written notice,Closed,E00206,2015-03-29T13:20:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7892116,-87.6040662
found property,5308 s. maryland,public way,2015-03-29T20:02:00Z,3/29/15 8:02 PM,Credit card found on the sidewalk turned over to UCPD for safekeeping,Closed,E00207,2015-03-29T20:02:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.798424,-87.605459
harassment,5812 s. ellis,surgery brain research,2015-03-30T08:57:00Z,3/27/15 8:50 PM,Staff member received a harassing telephone message,Closed,E00208,2015-03-27T20:50:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7891768,-87.6019508
burglary,greenwood between 61st & 62nd,NA,2015-03-30T13:12:00Z,3/30/15 1:00 PM,UCPD officer detained a suspect for breaking into an off-campus private residence and taking property / Property recovered / Suspect arrested and charged by CPD / CPD case HY203763,CPD Involved,E00209,2015-03-30T13:00:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HY203763,FALSE,41.78319795,-87.5995069
theft,1100 e. 58th st.,ryerson,2015-03-30T15:45:00Z,3/28/15 to 3/30/15 8:00 PM to 1:30 PM,Computer mouse taken from desk drawer in secured 2nd floor office,Open,E00210,2015-03-28T20:00:00Z,2015-03-30T13:30:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7901748,-87.5991412
fire,5840 s. maryland,parking structure,2015-03-30T20:24:00Z,3/30/15 8:24 PM,Fire in engine compartment of car parked on 5th floor of parking structure / CFD responded and extinguished fire / No damage to structure or personal injury reported / CPD report HY204301,CPD Involved,E00212,2015-03-30T20:24:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HY204301,FALSE,41.7888793,-87.6049986
theft,1362 e. 59th st.,lab school,2015-03-30T20:27:00Z,3/10/15 to 3/12/15 12:20 PM to 12:20 PM,Saxophone taken from unsecured locker in band locker room,Open,E00213,2015-03-10T12:20:00Z,2015-03-12T12:20:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7880278,-87.5939404
burglary,ingleside between 52nd & 53rd,NA,2015-03-31T06:25:00Z,3/31/15 6:25 AM,"After a brief chase, UCPD officer arrested a suspect who had gained entry to and took property from an off-campus private residence / Property recovered / Suspect turned over to CPD / CPD case HY204576",CPD Involved,E00214,2015-03-31T06:25:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HY204576,FALSE,41.8001049,-87.60285045
theft,1118 e. 58th st. eckhart hall,bike rack,2015-03-31T18:39:00Z,3/31/15 6:31 PM,Suspect took secured bicycle from bike rack by cutting lock / Suspect taken into custody by UCPD officers after a short chase,Arrest,E00215,2015-03-31T18:31:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,41.790151,-87.598534
theft,5700 s. maryland,ccd coffee shop,2015-04-01T16:45:00Z,3/30/15 2:30 PM to 4:00 PM,Wallet taken from purse / Subsequent unauthorized use of credit card reported / Follow up investigation revealed no crime occurred at the sated location / Unfounded,Unfounded,E00216,2015-03-30T14:30:00Z,2015-03-30T16:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7912122,-87.6050541
found property,6000 s. ellis,public way,2015-04-01T17:25:00Z,4/1/15 5:20 PM,Set of keys found on sidewalk turned over to UCPD for safekeeping,Closed,E00217,2015-04-01T17:20:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7853698,-87.6011668
robbery,5500 s. harper,NA,2015-04-02T20:45:00Z,4/2/15 8:40 PM,UCPD officers detained three individuals who had taken a cell phone from a person walking on the sidewalk off campus / Property recovered / Suspects turned over to CPD / CPD case HY208302,CPD Involved,E00218,2015-04-02T20:40:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HY208302,FALSE,41.795006,-87.588671
assault,1362 e. 59th st.,lab school,2015-04-03T16:07:00Z,4/3/15 9:55 AM,Staff member received telephone threat from former boyfriend,Open,E00219,2015-04-03T09:55:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,41.7880278,-87.5939404
lost property,901 e. 58th st.,mitchell er,2015-04-03T18:22:00Z,3/21/15 TO 3/24/15 12:15 am TO 12:45 am,Patient reports losing a cell phone,Closed,E00220,2015-03-21T00:00:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7891364,-87.6040574
liquor law violation,1101 e. 56th st.,max palevsky,2015-04-04T02:01:00Z,4/4/15 1:55 AM,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS,Referred,E00221,2015-04-04T01:55:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7929725,-87.5999278
found narcotics,5841 s. maryland,mitchell hospital,2015-04-04T15:55:00Z,4/4/15 3:40 PM,Patient turned over a quantity of suspect marijuana to staff member / Inventoried at UCPD for proper disposal,Closed,E00222,2015-04-04T15:40:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7883128,-87.6045656
liquor law violation,harper between 56th & 57th,NA,2015-04-05T02:49:00Z,4/5/15 2:49 AM,"Underage individual, after consuming alcoholic beverages, tripped and fell on the sidewalk causing laceration above left eye / Transported to ER by CFD EMS",Referred,E00223,2015-04-05T02:49:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.79242425,-87.5889756
theft,6031 s. ellis,granville grossman rh,2015-04-05T11:07:00Z,4/5/15 3:00 AM to 11:00 AM,Unattended laptop taken from unsecured lounge in residence hall,Open,E00224,2015-04-05T03:00:00Z,2015-04-05T11:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7845959,-87.6008803
battery,5758 s. maryland,dcam,2015-04-07T16:28:00Z,4/7/15 4:28 PM,Two individuals were involved in a verbal dispute when one individual struck the other with his fists / Arrested by UCPD,Arrest,E00225,2015-04-07T16:28:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,41.7902993,-87.6055693
theft,1155 e. 60th st.,rear parking lot,2015-04-08T16:29:00Z,4/7/15 to 4/8/15 1:20 PM to 4:20 PM,"Bicycle, chained to rear parking lot fence, was taken by an unknown person",Open,E00226,2015-04-07T13:20:00Z,2015-04-08T16:20:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7853701,-87.5970738
theft,5815 s. maryland,mitchell hospital,2015-04-09T12:34:00Z,4/8/15 6:00 PM to 10:45 PM,Wallet taken from pocket of jacket left unattended in unsecured room /  Case Unfounded subsequent to investigation,Unfounded,E00227,2015-04-08T18:00:00Z,2015-04-08T22:45:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7892116,-87.6040662
theft,970 e. 58th st.,bookstore café,2015-04-09T12:48:00Z,4/9/15 11:30 AM to 12:15 PM,Victim's wallet taken by unknown person / Subsequent unauthorized use of credit card reported,Open,E00228,2015-04-09T11:30:00Z,2015-04-09T12:15:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7897352,-87.6015376
NA,greenwood between 61st & 62nd,NA,2015-04-09T16:40:00Z,4/8/15 to 4/9/15 10:40 AM to 4:40 AM,Report of suspicious e-mail,Closed,E00229,2015-04-08T10:40:00Z,2015-04-09T04:40:00Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.78319795,-87.5995069
NA,860 e. 59th st.,goldblatt,2015-04-09T20:39:00Z,4/9/15 3:00 PM,Two staff members involved in a verbal dispute / Incident handled by Human Resources,Closed,E00230,2015-04-09T15:00:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7881592,-87.603645
robbery,5900 s. stony island,NA,2015-04-09T20:32:00Z,4/9/15 8:20 PM,Unknown suspect took property from a victim walking on the sidewalk off campus / Suspect implied a weapon but no weapon was seen / Victim reported no injuries / CPD case HY216273,CPD Involved,NA,2015-04-09T20:20:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,HY216273,FALSE,41.7863933,-87.5865953
damage to vehicle,5225 s. cottage grove,facilities services,2015-04-10T10:27:00Z,4/8/15 to 4/9/15 4:30 PM to 4:00 AM,Unknown person damaged lock on rear passenger's door of UC owned vehicle parked in the lot,Open,E00231,2015-04-08T16:30:00Z,2015-04-09T04:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7994931,-87.6062511
disturbance,548791 s. hyde park / fraternity house,NA,2015-04-10T23:39:00Z,4/10/15 11:40 PM,Complaints of loud party / Peace restored,Closed,E00232,2015-04-10T23:40:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.79698345,-87.5931182
battery,5730 s. drexel,comer,2014-10-11T03:18:00Z,10/11/14 3:00 AM,Girlfriend struck boyfriend during the course of a dispute / Arrest by UCPD,Arrest,D00899,2014-10-11T03:00:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,41.7903948,-87.6038772
theft,1539 e. 53rd st.,NA,2014-10-11T15:30:00Z,10/11/14 3:30 PM,UCPD officers detained an individual who had taken merchandise from a retail establishment without paying / Turned over to CPD / CPD case HX463832,CPD Involved,D00900,2014-10-11T15:30:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HX463832,FALSE,41.7991964,-87.587542
recovered motor vehicle,5343 s. greenwood,NA,2015-04-12T10:37:00Z,4/12/15 10:37 AM,UCPD officer recovered an unoccupied car parked on the street that had been reported stolen to the Chicago Police Dept./ CPD case HY214133,CPD Involved,E00235,2015-04-12T10:37:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HY214133,FALSE,41.7982563,-87.5993045
battery,ellis near 62nd,NA,2015-04-12T16:30:00Z,4/12/15 4:30 PM,Individual was shot by an unknown person off-campus / CPD case,CPD Involved,NA,2015-04-12T16:30:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,41.782262,-87.6011114
damage to property,5445 s. ingleside,maclean house,2015-04-13T15:41:00Z,4/13/15 12:00 AM,Unknown person scrawled graffiti on exterior brick wall in basement stairwell,Open,E00236,2015-04-13T00:00:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7967483,-87.6022442
theft,6031 s. ellis,granville-grossman rh,2015-04-13T15:37:00Z,2/13/15 to 4/7/15 2:00 PM to 4:55 PM,Two pieces of mail taken from mailbox in residence hall,Open,E00237,2015-02-13T14:00:00Z,2015-04-07T16:55:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7845959,-87.6008803
NA,5815 s. maryland,mitchell hospital,2015-04-13T20:34:00Z,4/13/15 8:20 PM,Disorderly patient / Peace restored,Closed,E00238,2015-04-13T20:20:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7892116,-87.6040662
lost property,5530 s. ellis,ratner a.c.,2015-04-14T00:24:00Z,4/14/15 12:05 AM to 12:15 AM,Individual reports losing cell phone in bleachers in the gym,Closed,E00239,2015-04-14T00:05:00Z,2015-04-14T00:15:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7940762,-87.6017077
lost property,6045 s. kenwood,toyota tech. inst.,2015-04-15T12:35:00Z,4/8/15 to 4/13/15 9:00 AM to 5:00 PM,3 iPhones and an iPad missing,Closed,E00240,2015-04-08T09:00:00Z,2015-04-13T17:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7847535,-87.592671
NA,1350 e. 49th st.,NA,2015-04-15T14:01:00Z,4/15/15 2:01 PM,"UCPD officers arrested subject wanted on a warrant from Freeport, IL",Arrest,E00241,2015-04-15T14:01:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,41.8062052,-87.5930804
theft,940 e. 57th st.,bslc,2015-04-16T11:59:00Z,4/16/15 12:01 AM to 11:55 AM,"Unattended, unsecured laptop computer taken from 4th floor lab",Open,E00242,2015-04-16T00:01:00Z,2015-04-16T11:55:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7915946,-87.6022845
theft,6045 s. kenwood,NA,2015-04-16T16:39:00Z,3/6/15 to 3/9/15 8:30 AM to 12:00 PM,9 rolls of paper towels and 16 boxes of coffee K-cups taken from kitchen cabinet,Open,E00243,2015-03-06T08:30:00Z,2015-03-09T12:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7847535,-87.592671
recovered vehicle,5480 s. cornell,NA,2015-04-16T17:18:00Z,4/16/15 5:18 PM,UCPD officer recovered an unoccupied vehicle that had been reported stolen to CPD / CPD case HY224123,CPD Involved,E00244,2015-04-16T17:18:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HY224123,FALSE,41.7957869,-87.5860303
liquor law violation,5100 s. woodlawn,shuttle bus,2015-04-16T23:54:00Z,4/16/15 11:54 PM,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS,Referred,E00245,2015-04-16T23:54:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.802122,-87.59699
battery,5700 s. maryland,ccd,2015-04-17T10:46:00Z,4/17/15 10:35 AM,Boyfriend struck victim with his fists / Subject fled before police arrived,Open,E00246,2015-04-17T10:35:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,41.7912122,-87.6050541
NA,"joliet, il",NA,2015-04-17T14:05:00Z,4/14/15 to 4/17/15 4:45 PM to 2:10 PM,Unknown person attempted to purchase prescription drugs using UCM physician's control number / Referred to other agency,Referred,E00248,2015-04-14T16:45:00Z,2015-04-17T14:10:00Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.525031,-88.0817251
found property,5300 s. harper,NA,2015-04-18T21:14:00Z,4/18/15 9:00 PM,Individual found wallet on the sidewalk and turned it over to UCPD / Inventoried for safekeeping,Closed,E00249,2015-04-18T21:00:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7981414,-87.5890903
theft,5640 s. university,bartlett bike rack,2015-04-19T15:19:00Z,4/18/15 to 4/19/15 1:00 PM to 11:00 AM,Secured bicycle taken from bike rack,Open,E00250,2015-04-18T13:00:00Z,2015-04-19T11:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7919788,-87.5983645
death investigation,woodlawn between 56th & 57th,NA,2015-04-19T16:23:00Z,4/18/15 to 4/19/15 10:00 PM to 4:00 PM,Individual found deceased in off campus residence / CPD case HY228203,CPD Involved,E00251,2015-04-18T22:00:00Z,2015-04-19T16:00:00Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HY228203,FALSE,41.7923406,-87.59647085
theft,5840 s. maryland,parking structure,2015-04-19T19:22:00Z,4/19/15 5:00 PM to 5:45 PM,Victim unintentionally left wallet in parking garage office / Unknown suspect claimed wallet / Unauthorized use of credit card reported,Open,E00252,2015-04-19T17:00:00Z,2015-04-19T17:45:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7888793,-87.6049986
found narcotics,5730 s. drexel,comer hospital,2015-04-19T20:44:00Z,4/19/15 8:35 PM,Staff found baggie with suspect narcotic residue / Property turned over to UCPD for proper disposal,Closed,E00253,2015-04-19T20:35:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7903948,-87.6038772
battery,5487 s. ellis,alley,2015-04-20T00:32:00Z,4/20/15 12:30 AM,Three victims were shot off campus in the alley by an unknown suspect / Transported to hospitals by CFD EMS / CPD case,CPD Involved,E00254,2015-04-20T00:30:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,41.7954876,-87.6009035
NA,6054 s. drexel,NA,2015-04-21T09:16:00Z,4/21/15 9:16 AM,UC owned vehicle struck by another vehicle out of area / Property damage only / No injuries reported,Closed,E00255,2015-04-21T09:16:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7846534,-87.604857
assault,1442 e. 59th st.,breckenridge,2015-04-21T15:21:00Z,5/2/13 to 6/17/13,Victim reports being sexually assaulted by a former boyfriend in 2013 / CPD case HY230689,CPD Involved,E00256,2013-05-02T00:00:00Z,2013-06-17T00:00:00Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HY230689,FALSE,41.7881154,-87.5898129
assault,1155 e. 60th st.,NA,2015-04-21T19:16:00Z,4/20/15 6:30 PM,Individual threatened another with physical harm / No physical contact made,Open,E00257,2015-04-20T18:30:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7853701,-87.5970738
NA,5505 s. ellis,parking structure,2015-04-22T16:00:00Z,4/22/15 4:00 PM,Unoccupied vehicle that had been reported stolen to CPD recovered on the 2nd floor of the structure / CPD case HY181964,CPD Involved,E00259,2015-04-22T16:00:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,HY181964,FALSE,41.794575,-87.601637
robbery,kenwood between 54th & 55th,NA,2015-04-22T21:34:00Z,4/22/15 9:34 PM,"Two unknown suspects, one armed with a handgun, took property from a victim walking on the sidewalk off campus / CPD case",CPD Involved,NA,2015-04-22T21:34:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,41.7965732,-87.5933949
damage to property,5505 s. ellis,parking structure,2015-04-22T16:52:00Z,4/22/15 4:52 PM,Access gate arm struck individual's car causing a scratch,Closed,E00258,2015-04-22T16:52:00Z,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.794575,-87.601637
theft,5608 s. stony island,NA,2015-04-23T09:17:00Z,4/23/15 12:10 AM,"Wireless access point taken from building / Subsequent to follow up investigation, UCPD Investigators identified suspect and took him into custody",Arrest,E00261,2015-04-23T00:10:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,41.792869,-87.5868373
theft,970 e. 58th st.,bookstore,2015-04-23T13:32:00Z,4/23/15 1:25 PM,Subject took merchandise from the café and left without paying,Open,E00262,2015-04-23T13:25:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7897352,-87.6015376
theft,1050 e. 59th st.,wieboldt,2015-04-23T14:58:00Z,4/22/15 10:00 PM,Unknown individual took wireless access point from room 130,Open,E00263,2015-04-22T22:00:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.788697,-87.6006031
theft,1100 e. 57th st.,regenstein library,2015-04-23T16:42:00Z,4/23/15 8:00 AM to 11:00 AM,Victim fell asleep in chair in study area / Unknown person took iPhone from armrest of chair,Open,E00264,2015-04-23T08:00:00Z,2015-04-23T11:00:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.792279,-87.599954
fire,1212 e. 59th st.,ida noyes,2015-04-22T14:00:00Z,4/22/15 2:00 PM,Unknown person discarded lit cigarette into a trash can outside of the west building entrance resulting in a small fire that was quickly extinguished by staff / CFD responded / No property damage or injuries reported,Closed,NA,2015-04-22T14:00:00Z,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7880702,-87.5956216
theft,5747 s. ellis,jones lab,2015-04-24T15:13:00Z,4/24/15 2:15 PM to 2:40 PM,Unattended laptop taken from desk in 2nd floor lab / Uncertain if door was secured,Open,E00265,2015-04-24T14:15:00Z,2015-04-24T14:40:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7901516,-87.6010282
trespassing,6300 s. maryland,NA,2015-04-25T01:33:00Z,4/25/15 1:33 AM,UCPD officer detained two suspects in a vehicle that had been reported stolen to CPD / Suspects turned over to and arrested by CPD / CPD case,CPD Involved,E00266,2015-04-25T01:33:00Z,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7804132,-87.6046652
traffic accident,59th & university,NA,2015-04-26T10:57:00Z,4/26/15 10:57 AM,Bicyclist struck rear of parked vehicle / Slight damage to vehicle / No injuries reported MVA00373,Closed,E00267,2015-04-26T10:57:00Z,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.788657,-87.5939673
injured person,1100 e. 57th st.,regenstein library,2015-04-27T14:09:00Z,4/27/15 2:05 PM,Heavy book fell from stack causing laceration to individual's shin / Transported to ER by CFD EMS,Closed,E00268,2015-04-27T14:05:00Z,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.792279,-87.599954
damage to property,860 e. 59th st.,goldblatt,2015-04-28T09:07:00Z,4/28/15 9:07 AM,Fire sprinkler head malfunctioned causing damage to ceiling tiles,Closed,E00269,2015-04-28T09:07:00Z,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7881592,-87.603645
lost property,1212 e. 59th st.,ida noyes,2015-04-28T14:00:00Z,4/10/15 to 4/11/15 8:00 PM to 10:15 AM,Two building keys missing from security desk / Subsequent to follow up investigation reclassified from theft to lost property,Closed,E00271,2015-04-10T20:00:00Z,2015-04-11T10:15:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7880702,-87.5956216
theft,5550 s. university,crown fieldhouse,2015-04-28T21:23:00Z,4/28/15 1:30 PM to 3:15 PM,Cash taken from wallet left in unsecured locker in men's varsity locker room,Open,E00272,2015-04-28T13:30:00Z,2015-04-28T15:15:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,41.7935818,-87.5989697
